,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Join year,Join month,Last Payment year,Last Payment month,Account Since,subscription type_Basic,subscription type_Premium,subscription type_Standard,Country_type_Australia,Country_type_Brazil,Country_type_Canada,Country_type_France,Country_type_Germany,Country_type_Italy,Country_type_Mexico,Country_type_Spain,Country_type_United Kingdom,Country_type_United States,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Age_bins
1441,Basic,10,2022-06-26,2023-06-07,Brazil,29,Male,Smart TV,1,2022,6,2023,6,418,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1442,Standard,13,2022-06-27,2023-05-07,Mexico,43,Female,Laptop,1,2022,6,2023,5,417,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,38-47
1443,Premium,13,2022-06-29,2023-07-07,Spain,49,Female,Tablet,1,2022,6,2023,7,415,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,48-57
1444,Basic,11,2022-02-07,2023-03-07,Italy,37,Male,Smartphone,1,2022,2,2023,3,557,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1445,Premium,13,2022-07-07,2023-05-07,Spain,48,Male,Tablet,1,2022,7,2023,5,407,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
1446,Basic,11,2022-07-13,2023-05-07,Spain,36,Female,Tablet,1,2022,7,2023,5,401,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
1447,Standard,14,2022-07-18,2023-07-07,United States,33,Female,Laptop,1,2022,7,2023,7,396,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
1448,Standard,14,2022-07-24,2023-04-07,Canada,38,Female,Laptop,1,2022,7,2023,4,390,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1449,Basic,12,2022-07-31,2023-06-07,United States,42,Female,Smartphone,1,2022,7,2023,6,383,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
1450,Premium,15,2022-01-08,2023-05-07,United States,30,Female,Tablet,1,2022,1,2023,5,587,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
1451,Basic,10,2022-08-08,2023-06-07,Canada,39,Male,Smart TV,1,2022,8,2023,6,375,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1452,Standard,14,2022-08-13,2023-04-07,United Kingdom,36,Male,Smartphone,1,2022,8,2023,4,370,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,28-37
1453,Premium,11,2022-08-14,2023-06-07,Australia,27,Female,Smartphone,1,2022,8,2023,6,369,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18-27
1454,Basic,11,2022-08-23,2023-04-07,Germany,49,Male,Smart TV,1,2022,8,2023,4,360,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,48-57
1455,Premium,14,2022-08-27,2023-06-07,France,31,Male,Laptop,1,2022,8,2023,6,356,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1456,Basic,10,2022-08-31,2023-05-07,Brazil,36,Male,Laptop,1,2022,8,2023,5,352,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1457,Standard,14,2022-09-09,2023-06-07,Mexico,41,Female,Tablet,1,2022,9,2023,6,343,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,38-47
1458,Standard,10,2022-10-09,2023-04-07,Spain,45,Female,Laptop,1,2022,10,2023,4,313,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
1459,Basic,14,2022-12-09,2023-05-07,Italy,45,Male,Smart TV,1,2022,12,2023,5,252,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1460,Premium,11,2022-09-17,2023-05-07,Spain,32,Male,Smart TV,1,2022,9,2023,5,335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
1461,Basic,13,2022-09-21,2023-06-07,Spain,41,Female,Smartphone,1,2022,9,2023,6,331,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
1462,Standard,11,2022-02-10,2023-03-07,United States,37,Male,Smart TV,1,2022,2,2023,3,554,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
1463,Premium,10,2022-04-10,2023-05-07,Canada,27,Male,Laptop,1,2022,4,2023,5,495,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18-27
1464,Basic,14,2022-06-10,2023-04-07,United States,41,Male,Laptop,1,2022,6,2023,4,434,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
1465,Premium,13,2022-07-10,2023-06-07,United States,30,Female,Smart TV,1,2022,7,2023,6,404,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
1466,Basic,12,2022-08-10,2023-04-07,Canada,43,Male,Smartphone,1,2022,8,2023,4,373,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1467,Standard,12,2022-11-10,2023-05-07,United Kingdom,51,Male,Laptop,1,2022,11,2023,5,281,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48-57
1468,Standard,12,2022-10-13,2023-04-07,Australia,46,Female,Smart TV,1,2022,10,2023,4,309,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1469,Basic,10,2022-10-15,2023-06-07,Germany,27,Female,Tablet,1,2022,10,2023,6,307,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,18-27
1470,Premium,10,2022-10-19,2023-06-07,France,51,Female,Smartphone,1,2022,10,2023,6,303,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
1471,Basic,14,2022-10-21,2023-06-07,Brazil,28,Female,Laptop,1,2022,10,2023,6,301,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18-27
1472,Standard,14,2022-10-23,2023-05-07,Mexico,33,Male,Smartphone,1,2022,10,2023,5,299,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,28-37
1473,Premium,12,2022-10-26,2023-05-07,Spain,31,Female,Laptop,1,2022,10,2023,5,296,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
1474,Basic,13,2022-10-27,2023-06-07,Italy,47,Male,Laptop,1,2022,10,2023,6,295,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1475,Premium,10,2022-10-31,2023-07-07,Spain,45,Female,Tablet,1,2022,10,2023,7,291,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
1476,Basic,13,2022-03-11,2023-05-07,Spain,42,Male,Smart TV,1,2022,3,2023,5,525,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
1477,Standard,15,2022-05-11,2023-06-07,United States,47,Female,Smart TV,1,2022,5,2023,6,464,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1478,Standard,12,2022-06-11,2023-06-07,Canada,29,Female,Smart TV,1,2022,6,2023,6,433,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1479,Basic,13,2022-03-11,2023-07-07,United States,49,Female,Laptop,1,2022,3,2023,7,525,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,48-57
1480,Premium,14,2022-03-11,2023-04-07,United States,41,Female,Laptop,1,2022,3,2023,4,525,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
1481,Basic,13,2022-04-11,2023-05-07,Canada,45,Male,Smartphone,1,2022,4,2023,5,494,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1482,Standard,14,2022-02-11,2023-06-07,United Kingdom,49,Male,Smart TV,1,2022,2,2023,6,553,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,48-57
1483,Premium,13,2022-10-27,2023-06-07,Australia,41,Male,Smart TV,1,2022,10,2023,6,295,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1484,Basic,15,2022-10-27,2023-04-07,Germany,37,Male,Laptop,1,2022,10,2023,4,295,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1485,Premium,14,2022-10-15,2023-05-07,France,31,Male,Smartphone,1,2022,10,2023,5,307,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1486,Basic,13,2022-03-10,2023-05-07,Brazil,29,Male,Smartphone,1,2022,3,2023,5,526,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1487,Standard,10,2022-09-25,2023-05-07,Mexico,51,Female,Smart TV,1,2022,9,2023,5,327,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,48-57
1488,Standard,12,2022-09-16,2023-03-07,Spain,33,Male,Smart TV,1,2022,9,2023,3,336,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
1489,Basic,12,2022-09-14,2023-04-07,Italy,31,Male,Smartphone,1,2022,9,2023,4,338,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1490,Premium,11,2022-11-09,2023-05-07,Spain,42,Female,Laptop,1,2022,11,2023,5,282,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
1491,Basic,15,2022-09-09,2023-05-07,Spain,48,Female,Laptop,1,2022,9,2023,5,343,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
1492,Standard,13,2022-12-08,2023-03-07,United States,37,Female,Laptop,1,2022,12,2023,3,253,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
1493,Premium,13,2022-04-08,2023-06-07,Canada,51,Female,Smartphone,1,2022,4,2023,6,497,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
1494,Basic,12,2022-04-08,2023-06-07,United States,29,Female,Tablet,1,2022,4,2023,6,497,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
1495,Basic,13,2022-07-31,2023-05-07,United States,46,Male,Tablet,1,2022,7,2023,5,383,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
1496,Basic,15,2022-07-29,2023-03-07,Canada,35,Male,Smart TV,1,2022,7,2023,3,385,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1497,Standard,15,2022-07-14,2023-05-07,United Kingdom,44,Female,Smartphone,1,2022,7,2023,5,400,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
1498,Premium,12,2022-07-13,2023-06-07,Australia,36,Male,Smart TV,1,2022,7,2023,6,401,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1499,Basic,14,2022-11-07,2023-05-07,Germany,38,Female,Tablet,1,2022,11,2023,5,284,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1500,Basic,12,2022-12-07,2023-03-07,France,36,Male,Smart TV,1,2022,12,2023,3,254,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1501,Premium,14,2022-11-07,2023-05-07,Brazil,40,Female,Laptop,1,2022,11,2023,5,284,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1502,Standard,10,2022-02-07,2023-05-07,Mexico,29,Male,Laptop,1,2022,2,2023,5,557,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,28-37
1503,Standard,11,2022-06-30,2023-06-07,Spain,32,Male,Smart TV,1,2022,6,2023,6,414,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
1504,Basic,12,2022-06-30,2023-05-07,Italy,30,Male,Laptop,1,2022,6,2023,5,414,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1505,Premium,10,2022-06-29,2023-05-07,Spain,47,Male,Smartphone,1,2022,6,2023,5,415,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
1506,Standard,15,2022-06-30,2023-04-07,Spain,28,Female,Tablet,1,2022,6,2023,4,414,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,18-27
1507,Basic,11,2022-06-24,2023-05-07,United States,49,Male,Laptop,1,2022,6,2023,5,420,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,48-57
1508,Standard,12,2022-06-25,2023-04-07,Canada,50,Male,Smartphone,1,2022,6,2023,4,419,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
1509,Premium,11,2022-06-25,2023-07-07,United States,33,Male,Smart TV,1,2022,6,2023,7,419,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
1510,Basic,13,2022-06-26,2023-04-07,United States,50,Male,Smart TV,1,2022,6,2023,4,418,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,48-57
1511,Premium,10,2022-06-27,2023-06-07,Canada,28,Female,Smart TV,1,2022,6,2023,6,417,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18-27
1512,Standard,12,2022-06-29,2023-06-07,United Kingdom,41,Male,Smartphone,1,2022,6,2023,6,415,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
1513,Basic,12,2022-01-07,2023-07-07,Australia,30,Female,Smartphone,1,2022,1,2023,7,588,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1514,Standard,10,2022-03-07,2023-04-07,Germany,32,Male,Smart TV,1,2022,3,2023,4,529,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1515,Premium,15,2022-12-07,2023-07-07,France,50,Male,Laptop,1,2022,12,2023,7,254,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
1516,Basic,11,2022-07-15,2023-05-07,Brazil,28,Female,Smart TV,1,2022,7,2023,5,399,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18-27
1517,Standard,13,2022-07-19,2023-07-07,Mexico,45,Male,Smart TV,1,2022,7,2023,7,395,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38-47
1518,Premium,14,2022-07-27,2023-05-07,Spain,31,Male,Tablet,1,2022,7,2023,5,387,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
1519,Basic,11,2022-07-29,2023-06-07,Italy,27,Female,Smartphone,1,2022,7,2023,6,385,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18-27
1520,Premium,11,2022-06-08,2023-05-07,Spain,49,Male,Tablet,1,2022,6,2023,5,436,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,48-57
1521,Basic,10,2022-08-13,2023-06-07,Spain,32,Female,Laptop,1,2022,8,2023,6,370,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
1522,Standard,13,2022-08-14,2023-05-07,United States,38,Male,Smart TV,1,2022,8,2023,5,369,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
1523,Standard,11,2022-08-20,2023-07-07,Canada,39,Male,Smartphone,1,2022,8,2023,7,363,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1524,Basic,14,2022-08-24,2023-04-07,United States,50,Female,Tablet,1,2022,8,2023,4,359,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,48-57
1525,Premium,10,2022-08-28,2023-06-07,United States,51,Male,Tablet,1,2022,8,2023,6,355,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,48-57
1526,Basic,15,2022-05-09,2023-05-07,Canada,32,Female,Smart TV,1,2022,5,2023,5,466,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1527,Standard,12,2022-10-09,2023-07-07,United Kingdom,45,Female,Smart TV,1,2022,10,2023,7,313,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38-47
1528,Premium,12,2022-11-09,2023-04-07,Australia,31,Female,Laptop,1,2022,11,2023,4,282,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1529,Basic,12,2022-09-14,2023-06-07,Germany,44,Male,Smartphone,1,2022,9,2023,6,338,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1530,Premium,12,2022-09-21,2023-05-07,France,30,Female,Tablet,1,2022,9,2023,5,331,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1531,Basic,13,2022-09-26,2023-07-07,Brazil,44,Female,Tablet,1,2022,9,2023,7,326,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1532,Standard,10,2022-09-30,2023-03-07,Mexico,37,Male,Tablet,1,2022,9,2023,3,322,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,28-37
1533,Standard,14,2022-02-10,2023-06-07,Spain,30,Female,Tablet,1,2022,2,2023,6,554,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
1534,Basic,12,2022-06-10,2023-05-07,Italy,31,Female,Smart TV,1,2022,6,2023,5,434,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1535,Premium,15,2022-07-10,2023-06-07,Spain,31,Female,Laptop,1,2022,7,2023,6,404,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
1536,Basic,15,2022-09-10,2023-06-07,Spain,44,Male,Tablet,1,2022,9,2023,6,342,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
1537,Standard,10,2022-11-10,2023-05-07,United States,44,Female,Smart TV,1,2022,11,2023,5,281,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1538,Premium,14,2022-12-10,2023-05-07,Canada,34,Male,Laptop,1,2022,12,2023,5,251,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1539,Basic,12,2022-10-16,2023-06-07,United States,42,Male,Laptop,1,2022,10,2023,6,306,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
1540,Premium,15,2022-10-17,2023-07-07,United States,33,Male,Smartphone,1,2022,10,2023,7,305,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
1541,Basic,11,2022-10-21,2023-07-07,Canada,35,Male,Smart TV,1,2022,10,2023,7,301,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1542,Standard,15,2022-10-23,2023-06-07,United Kingdom,34,Female,Laptop,1,2022,10,2023,6,299,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,28-37
1543,Standard,14,2022-10-25,2023-05-07,Australia,47,Male,Tablet,1,2022,10,2023,5,297,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1544,Basic,13,2022-10-27,2023-06-07,Germany,43,Female,Laptop,1,2022,10,2023,6,295,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1545,Premium,13,2022-10-29,2023-08-07,France,43,Male,Smart TV,1,2022,10,2023,8,293,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1546,Basic,13,2022-01-11,2023-05-07,Brazil,35,Female,Smartphone,1,2022,1,2023,5,584,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1547,Standard,13,2022-04-11,2023-06-07,Mexico,39,Male,Tablet,1,2022,4,2023,6,494,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,38-47
1548,Premium,10,2022-04-11,2023-06-07,Spain,39,Male,Tablet,1,2022,4,2023,6,494,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
1549,Basic,11,2022-04-11,2023-07-07,Italy,49,Female,Smart TV,1,2022,4,2023,7,494,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,48-57
1550,Premium,14,2022-05-11,2023-04-07,Spain,30,Male,Tablet,1,2022,5,2023,4,464,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
1551,Basic,12,2022-02-11,2023-05-07,Spain,31,Female,Tablet,1,2022,2,2023,5,553,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
1552,Standard,12,2022-03-11,2023-06-07,United States,39,Male,Tablet,1,2022,3,2023,6,525,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
1553,Standard,14,2022-10-30,2023-06-07,Canada,30,Female,Laptop,1,2022,10,2023,6,292,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1554,Basic,13,2022-10-31,2023-04-07,United States,43,Female,Smartphone,1,2022,10,2023,4,291,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
1555,Premium,10,2022-10-14,2023-05-07,United States,29,Female,Smartphone,1,2022,10,2023,5,308,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
1556,Basic,14,2022-09-26,2023-05-07,Canada,46,Male,Smart TV,1,2022,9,2023,5,326,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1557,Standard,15,2022-09-17,2023-06-07,United Kingdom,35,Male,Smartphone,1,2022,9,2023,6,335,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,28-37
1558,Premium,12,2022-09-16,2023-03-07,Australia,30,Male,Tablet,1,2022,9,2023,3,336,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1559,Basic,12,2022-12-09,2023-07-07,Germany,39,Female,Smart TV,1,2022,12,2023,7,252,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1560,Premium,14,2022-12-09,2023-06-07,France,41,Male,Laptop,1,2022,12,2023,6,252,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1561,Basic,12,2022-08-29,2023-05-07,Brazil,27,Male,Smartphone,1,2022,8,2023,5,354,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18-27
1562,Standard,15,2022-08-25,2023-03-07,Mexico,42,Male,Laptop,1,2022,8,2023,3,358,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,38-47
1563,Standard,11,2022-08-15,2023-06-07,Spain,45,Female,Tablet,1,2022,8,2023,6,368,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
1564,Basic,10,2022-11-08,2023-07-07,Italy,36,Female,Smart TV,1,2022,11,2023,7,283,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1565,Premium,12,2022-10-08,2023-06-07,Spain,35,Male,Laptop,1,2022,10,2023,6,314,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
1566,Basic,13,2022-07-26,2023-04-07,Spain,38,Male,Smartphone,1,2022,7,2023,4,388,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28-37
1567,Standard,14,2022-07-19,2023-06-07,United States,41,Female,Smart TV,1,2022,7,2023,6,395,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1568,Premium,10,2022-07-17,2023-06-07,Canada,43,Male,Tablet,1,2022,7,2023,6,397,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1569,Basic,13,2022-07-17,2023-06-07,United States,44,Male,Tablet,1,2022,7,2023,6,397,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
1570,Basic,10,2022-07-17,2023-04-07,United States,35,Male,Tablet,1,2022,7,2023,4,397,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
1571,Basic,13,2022-11-07,2023-06-07,Canada,39,Male,Laptop,1,2022,11,2023,6,284,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1572,Standard,15,2022-07-07,2023-05-07,United Kingdom,43,Male,Smart TV,1,2022,7,2023,5,407,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38-47
1573,Premium,10,2022-07-07,2023-06-07,Australia,36,Male,Smart TV,1,2022,7,2023,6,407,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1574,Basic,11,2022-08-07,2023-05-07,Germany,49,Female,Laptop,1,2022,8,2023,5,376,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
1575,Basic,12,2022-06-07,2023-08-07,France,29,Female,Smartphone,1,2022,6,2023,8,437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1576,Premium,10,2022-03-07,2023-04-07,Brazil,45,Male,Tablet,1,2022,3,2023,4,529,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1577,Standard,11,2022-06-30,2023-06-07,Mexico,44,Female,Laptop,1,2022,6,2023,6,414,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,38-47
1578,Standard,11,2022-06-27,2023-04-07,Spain,40,Female,Smart TV,1,2022,6,2023,4,417,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
1579,Basic,15,2022-06-26,2023-08-07,Italy,51,Female,Smart TV,1,2022,6,2023,8,418,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,48-57
1580,Premium,15,2022-06-27,2023-05-07,Spain,30,Female,Smart TV,1,2022,6,2023,5,417,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
